instance,treewidth,sharpsat_tw,nestHDB,gpusat
s1238a_3_2.cnf,39,60.19,22.882,TO
s1238a_7_4.cnf,38,60.16,50.556,TO
s13207a_15_7.cnf,59,65.84,TO,TO
s13207a_3_2.cnf,58,TO,329.283,TO
s13207a_7_4.cnf,60,64.56,TO,TO
s1423a_15_7.cnf,18,60.21,2.23247,0.629217
s1423a_3_2.cnf,13,60.089999999999996,0.998509,0.639992
s1423a_7_4.cnf,19,60.11,2.34701,0.659132
s1488_15_7.cnf,29,60.08,18.9195,146.292
s1488_3_2.cnf,30,60.04,14.8971,164.232
s1488_7_4.cnf,29,60.04,22.7369,139.977
s15850a_15_7.cnf,63,TO,TO,TO
s15850a_3_2.cnf,60,665.43,TO,TO
s15850a_7_4.cnf,62,TO,TO,TO
s27_15_7.cnf,4,59.980000000000004,0.262557,0.290616
s27_3_2.cnf,4,59.94,0.25715,0.296693
s27_7_4.cnf,4,59.97,0.244144,0.304041
s298_15_7.cnf,10,60.07,0.592851,0.39262
s298_3_2.cnf,8,60.02,0.481842,0.40039
s298_7_4.cnf,10,60.02,0.456363,0.399687
s344_15_7.cnf,10,60.0,0.498054,0.383907
s344_3_2.cnf,8,60.019999999999996,0.51976,0.403183
s344_7_4.cnf,7,60.05,0.449312,0.374932
s349_15_7.cnf,9,59.97,0.386209,0.41331
s349_3_2.cnf,6,60.02,0.455232,0.386976
s349_7_4.cnf,8,60.019999999999996,0.490591,0.408424
s35932_15_7.cnf,18,59.96,39.3479,26.4776
s35932_3_2.cnf,18,60.07,43.0152,25.1764
s35932_7_4.cnf,20,60.18,47.3927,25.7654
s382_15_7.cnf,9,60.01,0.47446,0.450051
s382_3_2.cnf,7,60.06,0.414342,0.387501
s382_7_4.cnf,8,60.05,0.444489,0.417705
s38417_15_7.cnf,37,TO,TO,TO
s38417_3_2.cnf,37,TO,TO,TO
s38417_7_4.cnf,34,TO,TO,TO
s38584_15_7.cnf,79,TO,TO,TO
s38584_3_2.cnf,76,TO,TO,TO
s38584_7_4.cnf,78,TO,TO,TO
s420_15_7.cnf,11,60.010000000000005,0.466172,0.407079
s420_3_2.cnf,9,60.02,0.274338,0.408413
s420_7_4.cnf,10,60.0,0.430711,0.401476
s444_15_7.cnf,10,60.02,0.457815,0.429905
s444_3_2.cnf,8,60.0,0.331687,0.415827
s444_7_4.cnf,10,60.019999999999996,0.423865,0.379638
s510_15_7.cnf,16,60.019999999999996,0.521464,0.424513
s510_3_2.cnf,15,60.019999999999996,0.536343,0.409994
s510_7_4.cnf,19,60.03,0.538255,0.465934
s526_15_7.cnf,17,60.17,0.869241,0.516735
s526_3_2.cnf,13,60.029999999999994,0.561227,0.467309
s526_7_4.cnf,15,60.059999999999995,0.820586,0.497192
s526a_15_7.cnf,17,60.08,0.83645,0.460576
s526a_3_2.cnf,14,60.03,0.72546,0.463637
s526a_7_4.cnf,15,60.04,0.697559,0.477684
s5378a_15_7.cnf,45,TO,TO,TO
s5378a_3_2.cnf,45,TO,TO,TO
s5378a_7_4.cnf,47,TO,TO,TO
s641_15_7.cnf,16,60.1,1.2656,0.464774
s641_3_2.cnf,18,60.01,2.05077,0.446299
s641_7_4.cnf,15,60.02,0.715806,0.455899
s713_15_7.cnf,15,60.05,0.987718,0.449922
s713_3_2.cnf,10,60.019999999999996,0.425434,0.427649
s713_7_4.cnf,16,60.080000000000005,1.68168,0.417233
s820a_15_7.cnf,9,60.02,0.517782,0.483816
s820a_3_2.cnf,5,59.99,0.347645,0.407392
s820a_7_4.cnf,7,60.01,0.462745,0.447993
s832a_15_7.cnf,12,60.029999999999994,0.706074,0.508903
s832a_3_2.cnf,8,59.910000000000004,0.409489,0.51087
s832a_7_4.cnf,10,60.02,0.4336,0.440092
s838_15_7.cnf,11,60.019999999999996,0.438885,0.518784
s838_3_2.cnf,9,60.059999999999995,0.521125,0.545569
s838_7_4.cnf,10,60.03,0.534639,0.532234
s9234a_15_7.cnf,44,TO,TO,TO
s9234a_3_2.cnf,47,195.47,TO,TO
s9234a_7_4.cnf,44,122.53,TO,TO
s953a_15_7.cnf,37,60.040000000000006,13.2256,TO
s953a_3_2.cnf,31,60.03,6.70545,168.262
s953a_7_4.cnf,39,60.1,34.0216,TO
sat-grid-pbl-0010.cnf,8,11.81,0.35433,0.395916
sat-grid-pbl-0015.cnf,10,11.43,0.516265,0.485075
sat-grid-pbl-0020.cnf,10,15.82,0.453837,0.642187
sat-grid-pbl-0025.cnf,22,25.36,31.1251,1.40907
sat-grid-pbl-0030.cnf,18,10.96,3.00983,1.12404
tire-1.cnf,8,60.019999999999996,0.744295,0.413967
tire-2.cnf,7,60.11,1.56141,0.428949
tire-3.cnf,16,60.07,0.933368,0.547565
tire-4.cnf,14,60.120000000000005,2.13867,0.532046
